id,title,year,genre,duration
788,Без видимых причин,1982,4,80
789,Без вины виноватые,1945,2,98
790,Без вины виноватый,1998,1,87
791,Без ее согласия,1990,2,99
792,Без злого умысла,1981,2,116
793,Без изъяна,1999,1,112
794,Без компромиссов,1986,11,107
795,"Без крыши, вне закона",1985,2,104
796,Без купюр,2002,1,95
797,Без лица,1997,11,136
798,Без любви,1945,1,111
799,Без наркоза,1978,2,110
800,Без обратного адреса,1997,4,83
801,Без памяти,2002,2,98
802,"Без паники, майор Кардош!",1982,11,83
803,Без понятия,1995,1,95
804,Без пощады,1986,11,108
805,Без права на ошибку,1975,2,87
806,Без прикрытия,1994,4,101
807,Без свидетелей,1983,2,95
808,Без следа,1983,4,120
809,Без смягчающих обстоятельств,1995,4,91
810,Без сна,2001,4,117
811,Без солнца,1987,2,107
812,Без срока давности,1986,4,93
813,Без страха,1971,2,96
814,Без страха и упрека,1962,13,85
815,Без стыда,2001,1,116
816,Без тормозов,1996,2,99
817,Без трехут ровно,1972,13,74
818,Без удержу,2001,2,77
819,Без улик,1995,2,93
820,Без улик,1992,4,73
821,Без ума от любви,2005,1,215
822,Без ума от оружия,1992,11,97
823,Без цензуры,2007,15,156
824,Без чувств,1998,1,89
825,Безалаберные,1987,1,87
826,Бездна,1977,11,122
828,Бездна,1989,8,140
829,Бездомные твари,1991,6,79
830,Бездомный пес,1949,2,142
831,Бездомный пес,2007,2,82
832,Безжалостная охота,1987,11,92
833,Безжалостные люди,1986,1,94
834,Безжалостный,1989,4,92
835,Безжалостный II: и снова смерть,1991,4,93
836,Безжалостный III,1993,4,85
837,Безжалостный IV: Прах к праху,1994,4,92
838,Безжалостный город,1961,2,112
839,Безжалостный мир,1989,11,88
840,Беззаботная,2008,1,118
841,Беззащитный,1990,4,106
842,Безмолвное падение,1994,4,98
843,Безмолвный гнев,1982,11,104
844,Безмолвный свет,2007,2,142
845,Безопасное место,1971,2,94
846,Безопасность,1995,2,120
847,Безопасный проход,1994,2,97
848,Безответная любовь,1979,2,92
849,Безотцовщина,1976,3,94
850,Безрадостный переулок,1925,2,143
851,Безрассудные,1995,4,87
852,Безумие,1995,4,89
853,Безумие короля Георга,1994,2,110
854,Безумие любви,2001,2,123
855,Безумие улиц,1987,4,85
856,Безумная из Шайо,1969,2,142
857,Безумная кровь,2008,2,150
858,Безумная любовь,1985,2,100
859,Безумная среда,1950,1,122
860,Безумная шестерка,1998,11,95
861,Безумно влюбленный,1982,1,97
862,Безумное лето на море,1992,1,96
863,Безумной страстью ты сама ко мне пылаешь,1991,3,76
864,Безумные лыжники,1996,1,86
866,Безумный город,1997,2,110
867,Безумный город,1992,11,87
868,Безумный день,1956,1,67
869,"Безумный день, или Женитьба Фигаро",1973,1,170
870,Безумный Макс,1979,11,93
871,Безумный Макс 2: Воин дороги,1981,11,94
872,Безумный Макс 3: Под куполом грома,1985,11,107
873,Безумный Пьеро,1965,2,109
874,Безумный Сесил Б.,2000,1,85
875,Безумный следователь,2008,11,89
876,Безумства Зигфельда,1946,7,108
877,Безупречный,1983,1,91
878,Бей в кость,1999,2,110
879,Бей и кричи,2005,1,135
880,"Бей, барабан!",1962,13,87
881,Бейскетбол,1998,1,98
882,Бекассин,2001,9,85
884,Бекки Шарп,1935,2,84
885,Белая ворона,2000,1,83
886,Белая горячка,1949,11,114
887,Белая графиня,2005,2,138
888,Белая кость,1991,1,94
889,Белая молния,1973,11,100
890,Белеет парус одинокий,1937,16,80
891,Белое зло,1987,2,103
892,Белое золото,2003,11,89
893,Белое солнце пустыни,1969,11,85
894,Белорусский вокзал,1970,2,101
895,Белоснежка и семь гномов,1937,16,79
896,Белоснежка. Страшная сказка,1997,6,96
897,Белфегор - Призрак Лувра,2001,20,90
898,Белые волки,1969,19,94
899,Белые волки 2: Легенда о диких,1995,11,86
900,Белые не могут прыгать,1992,1,115
901,Белые ночи,1985,2,134
902,Белые ночи,1959,3,97
903,Белые пески,1992,4,100
904,Белые росы,1983,1,84
905,Белые скалы дувра,1944,2,126
906,Белые Цыпочки,2004,1,97
907,Белый ангел,1993,4,92
908,Белый Бим Черное Ухо,1977,2,172
909,Белый буйвол,1977,19,97
911,Белый ворон,1981,3,99
912,Белый город,2006,11,71
913,Белый зомби,1932,6,67
914,Белый карлик,1995,8,90
915,Белый Клык,1991,16,107
916,Белый Клык 2: Легенда о белом волке,1994,16,106
917,"Белый король, красная королева",1993,3,86
918,Белый Олеандр,2002,2,109
919,Белый охотник Черное Сердце,1990,11,112
920,Белый праздник,1994,2,101
921,Белый рассвет,1974,11,109
922,Белый свет,1990,8,94
923,Белый снег России,1980,2,91
924,Белый тигр,1995,11,94
925,Белый ужас,1994,11,89
926,Белый шар,1995,2,85
927,Белый шейх,1952,2,83
928,Белый шквал,1996,11,128
929,Белый шум,2005,2,101
930,Белый шум 2: Сияние,2007,6,99
931,Бен X,2007,2,93
932,Бен Гур,1959,11,211
933,Бенджи,1974,16,85
934,"Бенжамен, или дневник девственника",1967,1,99
935,Бензоколонка,2000,21,28
936,Бензоколонка,1955,4,89
937,Бензопила,2007,9,25
938,Бенни и Джун,1993,1,97
939,Беовульф,2007,13,159
940,Беовульф,1999,6,89
941,Берег,1983,3,141
942,Берег москитов,1986,11,118
943,Берег скелетов,1987,11,97
944,Берег чести,1991,11,90
945,Берега,1973,1,82
946,Берега,1977,2,24
947,Берега в тумане,1985,2,145
948,Берегись автомобиля,1966,1,94
949,Берегите мужчин!,1982,1,80
950,Береговая охрана,2002,11,95
951,Берк и Уиллс,1985,11,140
952,Берлин - Александрплац,1979,2,120
953,Берлинский блюз,1988,2,104
954,Берлинский роман,1985,2,115
955,Бермудский треугольник,1996,11,90
956,Бернард,2004,9,123
957,Берни,1996,1,84
958,Бес в ребро,1990,4,79
959,Бесконечная история,1995,16,203
960,Бесконечная история,1984,16,92
961,Бесконечная история II: Следующая глава,1991,16,95
962,Бесконечная история III,1995,16,87
963,Бесконечная любовь,1981,2,115
964,Бесконечная любовь,1996,3,113
965,Бесконечность,1991,2,210
966,Беспечный ездок,1969,2,94
967,Бесплатные деньги,1993,11,99
968,Бесплодные земли,1974,2,95
969,Беспокойная Анна,2007,1,118
970,Беспокойное сердце,1985,2,120
971,Беспокойное хозяйство,1946,1,84
972,Беспокойный свидетель,1999,11,95
973,Беспокойство,1989,6,80
974,Беспредел,1998,4,96
975,Беспредел,1989,2,102
976,Беспредел в средней школе,1996,1,86
977,Бесприданница,1936,2,85
978,Беспризорный спортсмен,1926,1,53
979,Бессердечный,1995,2,142
980,Бесславные ублюдки,2009,11,141
981,Бессловесная жертва,1992,2,116
982,Бессмертная возлюбленная,1994,2,116
983,Бессмертные,1995,11,97
984,Бессмертные души,2001,6,86
985,Бессмертные: Война миров,2004,11,102
986,Бессмертный гарнизон,1956,2,98
987,Бессонница,2002,11,104
988,Бессонница,2002,4,118
989,Бесстрашная гиена,1987,11,93
990,Бесстрашные ученики,1999,11,87
991,Бесстрашный,1993,4,120
992,Бесстрашный,2006,11,104
993,Бесстрашный,1996,4,28
994,Бесстрашный атаман,1973,2,79
995,Бесстрашный тигр,1992,11,88
996,Бест фром зе вест. Выпуск 3,1997,7,78
997,Бестселлер,1987,4,110
998,Бесшабашное ограбление,2002,1,101
999,Бесы,1992,2,152
1000,Бесы,1987,2,116
1001,Бетси,1978,2,124
1002,Бетти,1992,2,99
1003,Бетховен,1992,16,81
1004,Бетховен 2,1993,16,88
1005,Бетховен 3,2000,16,95
1006,Бетховен 4,2001,16,95
1007,Бешеная,2007,4,115
1008,Бешеная,2000,4,89
1009,Бешеная карта,1992,4,95
1010,Бешеное золото,1976,1,87
1011,Бешеные деньги,1981,1,87
1012,Бешеные псы,1992,11,99
1013,Бешеные псы и англичане,1994,4,94
1014,Бешеные скачки,2005,13,84
1015,Бешеный бык,1980,2,128
1016,Бешеный конь,1996,19,90
1017,Бешеный пес и Глори,1993,1,97
